Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
AAL877,KATL,APREQ,2018-10-20 17:05:23,2018-10-20 17:42:10,2018-10-20 17:41:15,-1.0,True,True,2018-10-20 17:20:00,5.2,2018-10-20 17:20:00,2018-10-20 17:14:49,0.0,2018-10-20 17:05:23,2018-10-20 17:42:10,,
RPA3460,KORD,APREQ,2018-10-20 17:49:43,2018-10-20 18:01:00,2018-10-20 17:59:10,-2.0,True,False,,9.9,,2018-10-20 17:36:38,5.0,2018-10-20 17:35:51,2018-10-20 17:55:53,2018-10-20 17:49:43,2018-10-20 18:01:00
DAL2597,KATL,APREQ,2018-10-20 18:34:11,2018-10-20 19:13:20,2018-10-20 19:13:27,0.0,True,True,2018-10-20 18:49:00,5.0,2018-10-20 18:49:00,2018-10-20 18:46:05,0.0,2018-10-20 18:34:11,2018-10-20 19:13:20,,
AAL2040,KATL,APREQ,2018-10-20 18:59:31,2018-10-20 19:30:08,2018-10-20 19:31:19,1.0,True,True,2018-10-20 19:14:00,0.6,2018-10-20 19:14:00,2018-10-20 19:12:16,0.0,2018-10-20 18:59:31,2018-10-20 19:30:08,,
RPA3490,KIAH,APREQ,2018-10-20 19:33:27,2018-10-20 19:36:10,2018-10-20 19:38:21,2.0,False,False,,0.3,,2018-10-20 19:24:33,0.0,2018-10-20 19:33:27,2018-10-20 19:36:10,,
DAL2133,KATL,FREE,,,2018-10-20 20:07:50,,True,,,,2018-10-20 19:52:00,2018-10-20 19:46:31,,,,,
DAL2642,KATL,APREQ,2018-10-20 20:50:11,2018-10-20 21:28:39,2018-10-20 21:26:43,-2.0,True,True,2018-10-20 21:05:00,6.5,2018-10-20 20:59:00,2018-10-20 21:00:43,0.0,2018-10-20 20:50:11,2018-10-20 21:28:39,,
AAL1017,KORD,APREQ,2018-10-20 21:01:17,2018-10-20 21:35:00,2018-10-20 21:31:16,-4.0,False,False,,30.3,2018-10-20 20:45:00,2018-10-20 20:54:16,0.0,2018-10-20 21:01:17,2018-10-20 21:35:00,,
JIA5212,KATL,APREQ,2018-10-20 22:21:50,2018-10-20 22:32:48,2018-10-20 22:32:35,0.0,True,True,2018-10-20 21:59:55,1.7,2018-10-20 22:12:51,2018-10-20 22:12:33,1.0,2018-10-20 21:45:11,2018-10-20 22:23:25,2018-10-20 22:21:50,2018-10-20 22:32:48
AAL2488,KORD,APREQ,2018-10-20 22:21:25,2018-10-20 22:52:43,2018-10-20 22:54:12,2.0,False,False,,23.1,2018-10-20 22:01:51,2018-10-20 22:11:45,0.0,2018-10-20 22:21:25,2018-10-20 22:52:43,,
