Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
DAL2597,KATL,APREQ,2018-10-15 18:34:13,2018-10-15 19:13:07,2018-10-15 19:12:06,-1.0,True,True,2018-10-15 18:49:00,2.4,2018-10-15 18:49:00,2018-10-15 18:50:32,0.0,2018-10-15 18:34:13,2018-10-15 19:13:07,,
AAL2040,KATL,APREQ,2018-10-15 18:55:14,2018-10-15 19:31:37,2018-10-15 19:29:00,-2.0,True,True,2018-10-15 19:10:07,2.8,2018-10-15 19:11:05,2018-10-15 19:13:09,0.0,2018-10-15 18:55:14,2018-10-15 19:31:37,,
RPA3490,KIAH,APREQ,2018-10-15 19:33:02,2018-10-15 19:38:10,2018-10-15 19:36:29,-2.0,True,False,,3.8,,2018-10-15 19:23:28,1.0,2018-10-15 19:29:15,2018-10-15 19:43:02,2018-10-15 19:33:02,2018-10-15 19:38:10
DAL2133,KATL,APREQ,2018-10-15 19:49:14,2018-10-15 20:21:04,2018-10-15 20:17:46,-4.0,False,True,2018-10-15 20:04:00,2.0,2018-10-15 20:04:00,2018-10-15 19:57:30,0.0,2018-10-15 19:49:14,2018-10-15 20:21:04,,
JIA5354,KATL,APREQ,2018-10-15 19:41:31,2018-10-15 20:22:35,2018-10-15 20:21:06,-1.0,True,True,2018-10-15 19:56:00,1.0,2018-10-15 19:56:00,2018-10-15 19:52:40,0.0,2018-10-15 19:41:31,2018-10-15 20:22:35,,
AAL1152,KIAH,APREQ,2018-10-15 20:53:35,2018-10-15 21:18:16,2018-10-15 21:15:06,-3.0,False,False,,7.8,2018-10-15 20:52:00,2018-10-15 20:56:57,0.0,2018-10-15 20:53:35,2018-10-15 21:18:16,,
DAL2642,KATL,APREQ,2018-10-15 21:09:24,2018-10-15 21:20:52,2018-10-15 21:18:26,-2.0,True,False,,6.3,2018-10-15 21:05:00,2018-10-15 20:59:43,1.0,2018-10-15 20:29:53,2018-10-15 21:26:29,2018-10-15 21:09:24,2018-10-15 21:20:52
AAL1017,KORD,APREQ,2018-10-15 21:07:54,2018-10-15 21:25:40,2018-10-15 21:20:36,-5.0,False,False,,3.8,2018-10-15 21:05:00,2018-10-15 21:08:31,0.0,2018-10-15 21:07:54,2018-10-15 21:25:40,,
SKW5365,KORD,APREQ,2018-10-15 21:37:40,2018-10-15 22:03:29,2018-10-15 21:59:54,-4.0,False,False,,23.3,,2018-10-15 21:32:54,0.0,2018-10-15 21:37:40,2018-10-15 22:03:29,,
RPA3657,KIAH,APREQ,2018-10-15 22:06:53,2018-10-15 22:11:23,2018-10-15 22:11:43,0.0,True,False,,-8.3,,2018-10-15 22:00:56,1.0,2018-10-15 22:03:23,2018-10-15 22:20:16,2018-10-15 22:06:53,2018-10-15 22:11:23
AAL2488,KORD,APREQ,2018-10-15 22:03:29,2018-10-15 22:25:16,2018-10-15 22:26:05,1.0,True,False,,1.3,2018-10-15 22:00:00,2018-10-15 22:11:12,0.0,2018-10-15 22:03:29,2018-10-15 22:25:16,,
JIA5212,KATL,APREQ,2018-10-15 21:45:12,2018-10-15 22:39:06,2018-10-15 22:35:58,-4.0,False,True,2018-10-15 22:00:00,8.7,2018-10-15 22:00:00,2018-10-15 22:02:17,0.0,2018-10-15 21:45:12,2018-10-15 22:39:06,,
DAL826,KATL,APREQ,2018-10-15 23:30:12,2018-10-16 00:12:16,2018-10-16 00:09:01,-3.0,False,True,2018-10-15 23:45:00,11.7,2018-10-15 23:45:00,2018-10-15 23:41:24,0.0,2018-10-15 23:30:12,2018-10-16 00:12:16,,
AAL763,KATL,APREQ,2018-10-16 00:36:44,2018-10-16 00:45:30,2018-10-16 00:43:21,-2.0,True,True,2018-10-16 00:19:00,6.4,2018-10-16 00:16:00,2018-10-16 00:20:13,1.0,2018-10-16 00:04:37,2018-10-16 00:49:55,2018-10-16 00:36:44,2018-10-16 00:45:30
