Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
RPA3460,KORD,APREQ,2018-10-18 17:35:12,2018-10-18 18:09:25,2018-10-18 18:07:07,-2.0,True,False,,11.5,,2018-10-18 17:36:35,0.0,2018-10-18 17:35:12,2018-10-18 18:09:25,,
AAL1650,KORD,APREQ,2018-10-18 18:21:05,2018-10-18 18:32:00,2018-10-18 18:31:05,-1.0,True,False,,0.0,2018-10-18 17:17:00,2018-10-18 18:18:56,0.0,2018-10-18 18:21:05,2018-10-18 18:32:00,,
SWA44,KHOU,APREQ,2018-10-18 18:49:01,2018-10-18 18:59:57,2018-10-18 18:58:01,-1.0,True,False,,0.6,,2018-10-18 18:46:16,0.0,2018-10-18 18:49:01,2018-10-18 18:59:57,,
DAL2597,KATL,APREQ,2018-10-18 18:40:53,2018-10-18 19:08:22,2018-10-18 19:07:55,-1.0,True,True,2018-10-18 18:49:00,1.1,2018-10-18 18:41:00,2018-10-18 18:46:44,0.0,2018-10-18 18:40:53,2018-10-18 19:08:22,,
AAL2040,KATL,APREQ,2018-10-18 18:55:31,2018-10-18 19:27:34,2018-10-18 19:26:58,-1.0,True,True,2018-10-18 19:10:06,2.3,2018-10-18 19:10:47,2018-10-18 19:09:16,0.0,2018-10-18 18:55:31,2018-10-18 19:27:34,,
JIA5354,KATL,FREE,,,2018-10-18 20:07:48,,True,,,,2018-10-18 19:56:00,2018-10-18 19:51:05,,,,,
RPA3490,KIAH,APREQ,2018-10-18 21:09:44,2018-10-18 21:24:25,2018-10-18 21:15:58,-9.0,False,False,,9.1,,2018-10-18 20:49:59,4.0,2018-10-18 20:51:39,2018-10-18 21:09:07,2018-10-18 21:09:44,2018-10-18 21:24:25
DAL2133,KATL,APREQ,2018-10-18 20:55:10,2018-10-18 21:23:10,2018-10-18 21:23:06,0.0,True,True,2018-10-18 20:35:00,16.6,2018-10-18 20:50:00,2018-10-18 20:48:50,1.0,2018-10-18 20:20:15,2018-10-18 20:55:43,2018-10-18 20:55:10,2018-10-18 21:23:10
DAL2642,KATL,APREQ,2018-10-18 20:40:10,2018-10-18 21:21:59,2018-10-18 21:24:08,3.0,False,True,2018-10-18 20:55:00,0.4,2018-10-18 20:54:00,2018-10-18 20:55:47,0.0,2018-10-18 20:40:10,2018-10-18 21:21:59,,
AAL1152,KIAH,APREQ,2018-10-18 20:53:34,2018-10-18 21:23:54,2018-10-18 21:25:12,2.0,False,False,,12.2,2018-10-18 20:54:00,2018-10-18 20:52:29,0.0,2018-10-18 20:53:34,2018-10-18 21:23:54,,
JIA5212,KATL,APREQ,2018-10-18 22:13:19,2018-10-18 23:03:22,2018-10-18 23:04:41,1.0,True,True,2018-10-18 22:28:09,1.8,2018-10-18 22:28:09,2018-10-18 22:34:08,0.0,2018-10-18 22:13:19,2018-10-18 23:03:22,,
DAL826,KATL,APREQ,2018-10-18 23:20:11,2018-10-18 23:53:21,2018-10-18 23:51:09,-2.0,True,True,2018-10-18 23:35:00,0.6,2018-10-18 23:37:00,2018-10-18 23:38:00,0.0,2018-10-18 23:20:11,2018-10-18 23:53:21,,
AAL763,KATL,APREQ,2018-10-19 00:04:12,2018-10-19 00:38:47,2018-10-19 00:36:49,-2.0,True,True,2018-10-19 00:19:00,3.2,2018-10-19 00:19:00,2018-10-19 00:14:45,0.0,2018-10-19 00:04:12,2018-10-19 00:38:47,,
AAL1831,KDFW,APREQ,2018-10-19 00:28:46,2018-10-19 00:40:30,2018-10-19 00:48:08,8.0,False,False,,0.9,2018-10-19 00:21:39,2018-10-19 00:26:46,0.0,2018-10-19 00:28:46,2018-10-19 00:40:30,,
