Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
AAL1650,KORD,APREQ,2018-10-21 18:30:18,2018-10-21 18:45:00,2018-10-21 18:42:28,-3.0,False,False,,0.8,2018-10-21 17:27:46,2018-10-21 18:29:13,1.0,2018-10-21 17:51:33,2018-10-21 18:23:01,2018-10-21 18:30:18,2018-10-21 18:45:00
AAL1883,KORD,FREE,,,2018-10-21 18:48:17,,True,,,,2018-10-21 18:34:00,2018-10-21 18:31:17,,,,,
DAL2597,KATL,APREQ,2018-10-21 18:34:11,2018-10-21 19:12:30,2018-10-21 19:11:31,-1.0,True,True,2018-10-21 18:49:00,0.9,2018-10-21 18:45:00,2018-10-21 18:52:02,0.0,2018-10-21 18:34:11,2018-10-21 19:12:30,,
SWA4044,KHOU,APREQ,2018-10-21 18:54:40,2018-10-21 19:15:00,2018-10-21 19:13:09,-2.0,True,False,,-4.1,,2018-10-21 18:55:44,0.0,2018-10-21 18:54:40,2018-10-21 19:15:00,,
AAL2040,KATL,APREQ,2018-10-21 19:47:10,2018-10-21 19:53:00,2018-10-21 19:51:02,-2.0,True,True,2018-10-21 19:14:00,1.1,2018-10-21 19:30:00,2018-10-21 19:38:50,1.0,2018-10-21 18:59:09,2018-10-21 19:31:24,2018-10-21 19:47:10,2018-10-21 19:53:00
DAL2133,KATL,APREQ,2018-10-21 19:37:10,2018-10-21 20:10:21,2018-10-21 20:08:36,-2.0,True,True,2018-10-21 19:52:00,0.6,2018-10-21 19:52:00,2018-10-21 19:50:09,0.0,2018-10-21 19:37:10,2018-10-21 20:10:21,,
JIA5354,KATL,APREQ,2018-10-21 19:41:09,2018-10-21 20:20:59,2018-10-21 20:19:09,-1.0,True,True,2018-10-21 19:56:00,3.7,2018-10-21 19:56:00,2018-10-21 20:03:33,0.0,2018-10-21 19:41:09,2018-10-21 20:20:59,,
AAL1017,KORD,APREQ,2018-10-21 20:34:00,2018-10-21 20:50:18,2018-10-21 20:50:48,0.0,True,False,,4.7,2018-10-21 20:31:00,2018-10-21 20:31:52,0.0,2018-10-21 20:34:00,2018-10-21 20:50:18,,
DAL2642,KATL,APREQ,2018-10-21 21:07:38,2018-10-21 21:20:53,2018-10-21 21:17:19,-3.0,False,True,2018-10-21 21:05:00,-1.9,2018-10-21 21:05:00,2018-10-21 21:00:43,1.0,2018-10-21 20:50:08,2018-10-21 21:23:22,2018-10-21 21:07:38,2018-10-21 21:20:53
SKW5365,KORD,APREQ,2018-10-21 21:59:12,2018-10-21 22:11:56,2018-10-21 22:10:16,-1.0,True,False,,-22.0,,2018-10-21 21:52:48,2.0,2018-10-21 21:54:36,2018-10-21 22:34:33,2018-10-21 21:59:12,2018-10-21 22:11:56
JIA5212,KATL,APREQ,2018-10-21 21:42:29,2018-10-21 22:28:18,2018-10-21 22:27:12,-1.0,True,True,2018-10-21 21:57:23,1.5,2018-10-21 21:57:23,2018-10-21 21:58:42,0.0,2018-10-21 21:42:29,2018-10-21 22:28:18,,
DAL826,KATL,APREQ,2018-10-21 23:47:59,2018-10-21 23:54:00,2018-10-21 23:52:48,-2.0,True,True,2018-10-21 23:45:00,1.9,2018-10-21 23:45:00,2018-10-21 23:42:10,1.0,2018-10-21 23:30:10,2018-10-22 00:05:36,2018-10-21 23:47:59,2018-10-21 23:54:00
AAL763,KATL,APREQ,2018-10-22 00:21:25,2018-10-22 00:32:42,2018-10-22 00:32:07,0.0,True,True,2018-10-22 00:14:52,0.6,2018-10-22 00:14:52,2018-10-22 00:12:37,1.0,2018-10-22 00:00:00,2018-10-22 00:39:46,2018-10-22 00:21:25,2018-10-22 00:32:42
