Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
DAL2251,KATL,APREQ,2018-10-23 16:22:00,2018-10-23 16:26:40,2018-10-23 16:24:28,-2.0,True,True,2018-10-23 16:00:00,3.9,2018-10-23 16:00:00,2018-10-23 15:58:17,1,2018-10-23 15:45:22,2018-10-23 16:20:19,2018-10-23 16:22:00,2018-10-23 16:26:40
AAL1650,KORD,APREQ,2018-10-23 17:12:50,2018-10-23 17:34:48,2018-10-23 17:41:17,7.0,False,False,,-2.6,2018-10-23 17:09:00,2018-10-23 17:13:46,1,2018-10-23 17:12:45,2018-10-23 17:33:39,2018-10-23 17:12:50,2018-10-23 17:34:48
AAL1562,KIAH,APREQ,2018-10-23 17:23:45,2018-10-23 17:47:08,2018-10-23 17:42:23,-5.0,False,False,,9.7,2018-10-23 17:19:00,2018-10-23 17:16:11,0,2018-10-23 17:23:45,2018-10-23 17:47:08,,
DAL1095,KATL,APREQ,2018-10-23 17:00:08,2018-10-23 17:44:06,2018-10-23 17:47:57,3.0,False,True,2018-10-23 17:15:00,0.6,2018-10-23 17:10:00,2018-10-23 17:10:54,0,2018-10-23 17:00:08,2018-10-23 17:44:06,,
AAL877,KATL,APREQ,2018-10-23 17:11:05,2018-10-23 17:52:17,2018-10-23 17:56:29,4.0,False,True,2018-10-23 17:20:00,5.2,2018-10-23 17:14:00,2018-10-23 17:27:55,0,2018-10-23 17:11:05,2018-10-23 17:52:17,,
RPA3460,KORD,APREQ,2018-10-23 17:41:35,2018-10-23 17:59:07,2018-10-23 18:00:31,1.0,True,False,,-7.0,,2018-10-23 17:42:07,0,2018-10-23 17:41:35,2018-10-23 17:59:07,,
DAL2597,KATL,APREQ,2018-10-23 18:54:49,2018-10-23 19:07:40,2018-10-23 19:06:08,-1.0,True,True,2018-10-23 18:49:00,5.6,2018-10-23 18:49:00,2018-10-23 18:46:56,1,2018-10-23 18:39:13,2018-10-23 19:14:13,2018-10-23 18:54:49,2018-10-23 19:07:40
AAL2040,KATL,APREQ,2018-10-23 18:59:13,2018-10-23 19:30:15,2018-10-23 19:30:36,0.0,True,True,2018-10-23 19:14:00,0.7,2018-10-23 19:07:00,2018-10-23 19:13:34,0,2018-10-23 18:59:13,2018-10-23 19:30:15,,
RPA3490,KIAH,APREQ,2018-10-23 19:30:20,2018-10-23 19:43:31,2018-10-23 19:41:52,-2.0,True,False,,4.8,,2018-10-23 19:21:36,0,2018-10-23 19:30:20,2018-10-23 19:43:31,,
DAL2133,KATL,APREQ,2018-10-23 19:40:08,2018-10-23 20:17:16,2018-10-23 20:15:50,-2.0,True,True,2018-10-23 19:52:00,8.1,2018-10-23 19:44:00,2018-10-23 19:48:26,0,2018-10-23 19:40:08,2018-10-23 20:17:16,,
JIA5354,KATL,APREQ,2018-10-23 20:27:17,2018-10-23 20:39:27,2018-10-23 20:36:48,-3.0,False,True,2018-10-23 19:54:52,5.1,2018-10-23 19:54:52,2018-10-23 20:20:40,1,2018-10-23 19:40:00,2018-10-23 20:28:18,2018-10-23 20:27:17,2018-10-23 20:39:27
DAL2642,KATL,APREQ,2018-10-23 21:09:31,2018-10-23 21:21:05,2018-10-23 21:23:13,2.0,False,True,2018-10-23 21:05:00,1.6,2018-10-23 21:05:00,2018-10-23 21:00:52,1,2018-10-23 20:50:35,2018-10-23 21:29:31,2018-10-23 21:09:31,2018-10-23 21:21:05
SKW5365,KORD,APREQ,2018-10-23 21:50:12,2018-10-23 22:07:00,2018-10-23 22:05:53,-2.0,True,False,,12.7,,2018-10-23 21:41:52,1,2018-10-23 21:40:13,2018-10-23 22:07:13,2018-10-23 21:50:12,2018-10-23 22:07:00
JIA5212,KATL,APREQ,2018-10-23 21:44:36,2018-10-23 22:23:34,2018-10-23 22:22:08,-1.0,True,True,2018-10-23 21:58:59,2.2,2018-10-23 21:58:59,2018-10-23 21:59:17,0,2018-10-23 21:44:36,2018-10-23 22:23:34,,
AAL2488,KORD,APREQ,2018-10-23 22:15:34,2018-10-23 22:30:34,2018-10-23 22:30:48,0.0,True,False,,10.0,2018-10-23 21:55:55,2018-10-23 22:01:57,1,2018-10-23 22:02:59,2018-10-23 22:31:09,2018-10-23 22:15:34,2018-10-23 22:30:34
DAL826,KATL,APREQ,2018-10-23 23:23:10,2018-10-23 23:54:50,2018-10-23 23:53:52,-1.0,True,False,,-7.9,2018-10-23 23:45:00,2018-10-23 23:41:05,0,2018-10-23 23:23:10,2018-10-23 23:54:50,,
AAL763,KATL,APREQ,2018-10-23 23:59:20,2018-10-24 00:53:51,2018-10-24 00:52:54,-1.0,True,True,2018-10-24 00:13:58,16.0,2018-10-24 00:13:58,2018-10-24 00:17:12,0,2018-10-23 23:59:20,2018-10-24 00:53:51,,
