Callsign,Destination,Release Type,Time APREQ Scheduled in TBFM,APREQ Time,Estimated Wheels Off,Compliance (minutes),Compliant,Pre-Scheduled,EOBT at Pre-Schedule,TBFM Assigned Delay (minutes),EOBT at Pushback,Actual Pushback,Number of APREQ Updates,First Time APREQ Scheduled in TBFM,First APREQ Time,Last Time APREQ Scheduled in TBFM,Last APREQ Time
JIA5333,KATL,APREQ,2018-10-22 15:35:11,2018-10-22 16:14:01,2018-10-22 16:11:22,-3.0,False,True,2018-10-22 15:45:00,-2.6,2018-10-22 15:45:00,2018-10-22 15:42:42,0.0,2018-10-22 15:35:11,2018-10-22 16:14:01,,
DAL2251,KATL,APREQ,2018-10-22 15:45:10,2018-10-22 16:25:26,2018-10-22 16:22:43,-3.0,False,True,2018-10-22 16:00:00,1.9,2018-10-22 16:00:00,2018-10-22 16:02:56,0.0,2018-10-22 15:45:10,2018-10-22 16:25:26,,
N143CB,KATL,APREQ,2018-10-22 17:18:39,2018-10-22 17:32:16,2018-10-22 17:33:52,1.0,True,False,,7.6,,2018-10-22 17:17:09,3.0,2018-10-22 17:18:28,2018-10-22 17:45:39,2018-10-22 17:18:39,2018-10-22 17:32:16
DAL1095,KATL,APREQ,2018-10-22 17:01:11,2018-10-22 17:37:28,2018-10-22 17:39:24,2.0,False,True,2018-10-22 17:15:00,1.4,2018-10-22 17:16:00,2018-10-22 17:23:51,0.0,2018-10-22 17:01:11,2018-10-22 17:37:28,,
AAL1650,KORD,APREQ,2018-10-22 17:14:05,2018-10-22 17:40:28,2018-10-22 17:40:37,0.0,True,False,,1.4,2018-10-22 17:16:00,2018-10-22 17:11:15,2.0,2018-10-22 17:13:57,2018-10-22 17:39:44,2018-10-22 17:14:05,2018-10-22 17:40:28
AAL1562,KIAH,APREQ,2018-10-22 17:29:01,2018-10-22 17:49:49,2018-10-22 17:48:51,-1.0,True,False,,-4.0,2018-10-22 17:26:00,2018-10-22 17:30:09,1.0,2018-10-22 17:28:57,2018-10-22 17:54:29,2018-10-22 17:29:01,2018-10-22 17:49:49
RPA3460,KORD,APREQ,2018-10-22 17:33:28,2018-10-22 17:59:03,2018-10-22 17:56:55,-3.0,False,False,,1.5,,2018-10-22 17:41:44,0.0,2018-10-22 17:33:28,2018-10-22 17:59:03,,
AAL877,KATL,APREQ,2018-10-22 17:07:51,2018-10-22 17:59:58,2018-10-22 17:58:12,-1.0,True,True,2018-10-22 17:20:00,8.6,2018-10-22 17:19:00,2018-10-22 17:28:11,0.0,2018-10-22 17:07:51,2018-10-22 17:59:58,,
DAL2597,KATL,APREQ,2018-10-22 18:39:06,2018-10-22 19:15:59,2018-10-22 19:14:46,-1.0,True,True,2018-10-22 18:49:00,-2.0,2018-10-22 18:46:00,2018-10-22 18:47:14,0.0,2018-10-22 18:39:06,2018-10-22 19:15:59,,
AAL2040,KATL,APREQ,2018-10-22 18:59:08,2018-10-22 19:43:30,2018-10-22 19:42:33,-1.0,True,True,2018-10-22 19:14:00,2.1,2018-10-22 19:14:00,2018-10-22 19:10:45,0.0,2018-10-22 18:59:08,2018-10-22 19:43:30,,
DAL2133,KATL,APREQ,2018-10-22 19:37:21,2018-10-22 20:07:41,2018-10-22 20:05:56,-2.0,True,True,2018-10-22 19:52:00,0.6,2018-10-22 19:52:00,2018-10-22 19:50:55,0.0,2018-10-22 19:37:21,2018-10-22 20:07:41,,
JIA5354,KATL,APREQ,2018-10-22 19:41:09,2018-10-22 20:21:09,2018-10-22 20:19:48,-2.0,True,True,2018-10-22 19:56:00,0.6,2018-10-22 19:56:00,2018-10-22 19:54:46,0.0,2018-10-22 19:41:09,2018-10-22 20:21:09,,
DAL2642,KATL,APREQ,2018-10-22 20:50:08,2018-10-22 21:23:38,2018-10-22 21:18:16,-5.0,False,True,2018-10-22 21:05:00,0.0,2018-10-22 21:05:00,2018-10-22 21:01:22,0.0,2018-10-22 20:50:08,2018-10-22 21:23:38,,
AAL2488,KORD,APREQ,2018-10-22 22:02:21,2018-10-22 22:19:03,2018-10-22 22:13:23,-6.0,False,False,,9.5,2018-10-22 21:59:45,2018-10-22 21:57:16,0.0,2018-10-22 22:02:21,2018-10-22 22:19:03,,
JIA5212,KATL,APREQ,2018-10-22 21:41:49,2018-10-22 22:30:29,2018-10-22 22:27:08,-3.0,False,True,2018-10-22 21:56:35,2.6,2018-10-22 21:56:35,2018-10-22 21:56:32,0.0,2018-10-22 21:41:49,2018-10-22 22:30:29,,
DAL826,KATL,APREQ,2018-10-22 23:30:23,2018-10-23 00:01:12,2018-10-22 23:59:38,-2.0,True,True,2018-10-22 23:45:00,0.6,2018-10-22 23:42:00,2018-10-22 23:46:01,0.0,2018-10-22 23:30:23,2018-10-23 00:01:12,,
AAL763,KATL,APREQ,2018-10-23 00:36:28,2018-10-23 00:48:22,2018-10-23 00:45:00,-3.0,False,True,2018-10-23 00:14:33,3.9,2018-10-23 00:14:53,2018-10-23 00:26:25,1.0,2018-10-23 00:00:26,2018-10-23 00:36:08,2018-10-23 00:36:28,2018-10-23 00:48:22
